name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
KELT-9 b,667,2.88 Jupiters,7.55,2017
Kepler-1000 b,3639,20.3 Earths,13.23,2016
Kepler-1001 b,3030,10.1 Earths,15.582,2016
Kepler-1001 c,3030,3.11 Earths,15.582,2020
KELT-3 b,686,1.94 Jupiters,9.816,2013
KELT-4 A b,711,0.902 Jupiters,9.98,2016
KELT-6 b,785,0.52 Jupiters,10.371,2014
KELT-6 c,785,3.71 Jupiters,10.371,2015
KELT-7 b,446,1.39 Jupiters,8.56,2015
KELT-8 b,644,0.66 Jupiters,10.845,2015
KELT-9 b,667,2.88 Jupiters,7.55,2017
Kepler-1000 b,3639,20.3 Earths,13.23,2016
Kepler-1001 b,3030,10.1 Earths,15.582,2016
Kepler-1001 c,3030,3.11 Earths,15.582,2020
KELT-3 b,686,1.94 Jupiters,9.816,2013
KELT-4 A b,711,0.902 Jupiters,9.98,2016
KELT-6 b,785,0.52 Jupiters,10.371,2014
KELT-6 c,785,3.71 Jupiters,10.371,2015
KELT-7 b,446,1.39 Jupiters,8.56,2015
KELT-8 b,644,0.66 Jupiters,10.845,2015
KELT-9 b,667,2.88 Jupiters,7.55,2017
Kepler-1000 b,3639,20.3 Earths,13.23,2016
Kepler-1001 b,3030,10.1 Earths,15.582,2016
Kepler-1001 c,3030,3.11 Earths,15.582,2020
KELT-3 b,686,1.94 Jupiters,9.816,2013
KELT-4 A b,711,0.902 Jupiters,9.98,2016
KELT-6 b,785,0.52 Jupiters,10.371,2014
KELT-6 c,785,3.71 Jupiters,10.371,2015
KELT-7 b,446,1.39 Jupiters,8.56,2015
KELT-8 b,644,0.66 Jupiters,10.845,2015
KELT-9 b,667,2.88 Jupiters,7.55,2017
Kepler-1000 b,3639,20.3 Earths,13.23,2016
Kepler-1001 b,3030,10.1 Earths,15.582,2016
Kepler-1001 c,3030,3.11 Earths,15.582,2020
Kepler-1002 b,1332,3.57 Earths,11.821,2016
Kepler-1003 b,3072,3.82 Earths,14.132,2016
Kepler-1004 b,3760,32.5 Earths,13.705,2016
Kepler-1005 b,1852,2.86 Earths,13.371,2016
Kepler-1006 b,3529,2.99 Earths,14.467,2016
Kepler-1007 b,1191,2.67 Earths,14.981,2016
Kepler-1008 b,922,2.18 Earths,13.59,2016
Kepler-1009 b,1158,5.35 Earths,15.758,2016
Kepler-100 b,994,7.34 Earths,11.055,2014
Kepler-100 c,994,7.05 Earths,11.055,2014
Kepler-100 d,994,3 Earths,11.055,2014
Kepler-1010 b,1890,5.99 Earths,14.964,2016
Kepler-1011 b,2403,8.6 Earths,15.294,2016
Kepler-1012 b,1341,2.21 Earths,13.486,2016
Kepler-1013 b,1377,5.27 Earths,14.563,2016
Kepler-1014 b,2038,6.3 Earths,14.866,2016
Kepler-1015 b,2412,12.3 Earths,12.825,2016
Kepler-1016 b,4576,5.39 Earths,15.531,2016
Kepler-1016 c,4576,13.1 Earths,15.531,2016
Kepler-1017 b,1801,4.62 Earths,14.315,2016
Kepler-1018 b,3295,7.18 Earths,15.103,2016
Kepler-1019 b,633,2.73 Earths,13.882,2016
Kepler-101 b,3027,0.16 Jupiters,13.7,2014
Kepler-101 c,3027,3.78 Earths,13.7,2014
Kepler-1020 b,1355,5.82 Earths,14.211,2016
Kepler-1021 b,2642,6.04 Earths,15.207,2016
Kepler-1022 b,1370,6.17 Earths,15.758,2016
Kepler-1023 b,2264,7.41 Earths,14.7121,2016
Kepler-1024 b,3547,14.5 Earths,16.272,2016
Kepler-1025 b,2622,4.58 Earths,13.695,2016
Kepler-1026 b,1146,5.52 Earths,14.463,2016
Kepler-1027 b,1321,0.64 Earths,12.994,2016
Kepler-1028 b,1983,2.33 Earths,14.611,2016
Kepler-1029 b,1196,2.13 Earths,14.434,2016
Kepler-102 b,352,4.3 Earths,12.072,2014
Kepler-102 c,352,3 Earths,12.072,2014
Kepler-102 d,352,3.8 Earths,12.072,2014
Kepler-102 e,352,8.93 Earths,12.072,2013
Kepler-102 f,352,5.2 Earths,12.072,2014
Kepler-1030 b,2475,6.71 Earths,16.003,2016
Kepler-1026 b,1146,5.52 Earths,14.463,2016
Kepler-1027 b,1321,0.64 Earths,12.994,2016
Kepler-1028 b,1983,2.33 Earths,14.611,2016
Kepler-1029 b,1196,2.13 Earths,14.434,2016
Kepler-102 b,352,4.3 Earths,12.072,2014
Kepler-102 c,352,3 Earths,12.072,2014
Kepler-102 d,352,3.8 Earths,12.072,2014
Kepler-102 e,352,8.93 Earths,12.072,2013
Kepler-102 f,352,5.2 Earths,12.072,2014
Kepler-1030 b,2475,6.71 Earths,16.003,2016
Kepler-1026 b,1146,5.52 Earths,14.463,2016
Kepler-1027 b,1321,0.64 Earths,12.994,2016
Kepler-1028 b,1983,2.33 Earths,14.611,2016
Kepler-1029 b,1196,2.13 Earths,14.434,2016
Kepler-102 b,352,4.3 Earths,12.072,2014
Kepler-102 c,352,3 Earths,12.072,2014
Kepler-102 d,352,3.8 Earths,12.072,2014
Kepler-102 e,352,8.93 Earths,12.072,2013
Kepler-102 f,352,5.2 Earths,12.072,2014
Kepler-1030 b,2475,6.71 Earths,16.003,2016
Kepler-1026 b,1146,5.52 Earths,14.463,2016
Kepler-1027 b,1321,0.64 Earths,12.994,2016
Kepler-1028 b,1983,2.33 Earths,14.611,2016
Kepler-1029 b,1196,2.13 Earths,14.434,2016
Kepler-102 b,352,4.3 Earths,12.072,2014
Kepler-102 c,352,3 Earths,12.072,2014
Kepler-102 d,352,3.8 Earths,12.072,2014
Kepler-102 e,352,8.93 Earths,12.072,2013
Kepler-102 f,352,5.2 Earths,12.072,2014
Kepler-1030 b,2475,6.71 Earths,16.003,2016
Kepler-1026 b,1146,5.52 Earths,14.463,2016
Kepler-1027 b,1321,0.64 Earths,12.994,2016
Kepler-1028 b,1983,2.33 Earths,14.611,2016
Kepler-1029 b,1196,2.13 Earths,14.434,2016
Kepler-102 b,352,4.3 Earths,12.072,2014
Kepler-102 c,352,3 Earths,12.072,2014
Kepler-102 d,352,3.8 Earths,12.072,2014
Kepler-102 e,352,8.93 Earths,12.072,2013
Kepler-102 f,352,5.2 Earths,12.072,2014
Kepler-1030 b,2475,6.71 Earths,16.003,2016
Kepler-1031 b,2228,0.59 Earths,13.877,2016
Kepler-1032 b,2195,4.16 Earths,16.007,2016
Kepler-1033 b,4748,6.85 Earths,16.186,2016
Kepler-1034 b,2135,5.73 Earths,15.269,2016
Kepler-1035 b,1834,1.71 Earths,13.097,2016
Kepler-1036 b,1597,9.32 Earths,13.87,2016
Kepler-1037 b,1458,2.18 Earths,14.475,2016
Kepler-1038 b,1905,12.2 Earths,15.03,2016
Kepler-1039 b,1001,2.73 Earths,14.438,2016
Kepler-103 b,1614,9.7 Earths,11.883,2014
Kepler-1031 b,2228,0.59 Earths,13.877,2016
Kepler-1032 b,2195,4.16 Earths,16.007,2016
Kepler-1033 b,4748,6.85 Earths,16.186,2016
Kepler-1034 b,2135,5.73 Earths,15.269,2016
Kepler-1035 b,1834,1.71 Earths,13.097,2016
Kepler-1036 b,1597,9.32 Earths,13.87,2016
Kepler-1037 b,1458,2.18 Earths,14.475,2016
Kepler-1038 b,1905,12.2 Earths,15.03,2016
Kepler-1039 b,1001,2.73 Earths,14.438,2016
Kepler-103 b,1614,9.7 Earths,11.883,2014
Kepler-103 c,1614,36.1 Earths,11.883,2014
Kepler-1040 b,1573,4.98 Earths,13.614,2016
Kepler-1041 b,4847,8.96 Earths,14.576,2016
Kepler-1042 b,2150,5.43 Earths,16.004,2016
Kepler-1043 b,2947,7.04 Earths,14.949,2016
Kepler-1044 b,4172,7.61 Earths,15.478,2016
Kepler-1045 b,3074,7.7 Earths,15.879,2016
Kepler-1046 b,2354,3.57 Earths,13.347,2016
Kepler-1047 b,2667,5.02 Earths,13.46,2016
Kepler-1047 c,2667,0.937 Earths,13.46,2016
Kepler-103 c,1614,36.1 Earths,11.883,2014
Kepler-1040 b,1573,4.98 Earths,13.614,2016
Kepler-1041 b,4847,8.96 Earths,14.576,2016
Kepler-1042 b,2150,5.43 Earths,16.004,2016
Kepler-1043 b,2947,7.04 Earths,14.949,2016
Kepler-1044 b,4172,7.61 Earths,15.478,2016
Kepler-1045 b,3074,7.7 Earths,15.879,2016
Kepler-1046 b,2354,3.57 Earths,13.347,2016
Kepler-1047 b,2667,5.02 Earths,13.46,2016
Kepler-1047 c,2667,0.937 Earths,13.46,2016
Kepler-1054 b,3557,7.41 Earths,14.143,2016
Kepler-1055 b,1270,2.04 Earths,13.194,2016
Kepler-1056 b,3205,9.32 Earths,14.772,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1060 b,3088,6.26 Earths,14.827,2016
Kepler-1061 b,1772,4.58 Earths,13.319,2016
Kepler-1062 b,1296,3.75 Earths,15.095,2016
Kepler-1063 b,1120,2.83 Earths,13.029,2016
Kepler-1064 b,1220,3.02 Earths,13.958,2016
Kepler-1065 b,3662,13.4 Earths,15.744,2016
Kepler-1065 c,3662,3.19 Earths,15.744,2016
Kepler-1066 b,1123,6.17 Earths,13.115,2016
Kepler-1067 b,2178,0.437 Earths,14.395,2016
Kepler-1068 b,4807,12.8 Earths,16.096,2016
Kepler-1069 b,2270,3.19 Earths,13.234,2016
Kepler-106 b,1449,5.3 Earths,12.923,2014
Kepler-1062 b,1296,3.75 Earths,15.095,2016
Kepler-1063 b,1120,2.83 Earths,13.029,2016
Kepler-1064 b,1220,3.02 Earths,13.958,2016
Kepler-1065 b,3662,13.4 Earths,15.744,2016
Kepler-1065 c,3662,3.19 Earths,15.744,2016
Kepler-1066 b,1123,6.17 Earths,13.115,2016
Kepler-1067 b,2178,0.437 Earths,14.395,2016
Kepler-1068 b,4807,12.8 Earths,16.096,2016
Kepler-1069 b,2270,3.19 Earths,13.234,2016
Kepler-106 b,1449,5.3 Earths,12.923,2014
Kepler-1062 b,1296,3.75 Earths,15.095,2016
Kepler-1063 b,1120,2.83 Earths,13.029,2016
Kepler-1064 b,1220,3.02 Earths,13.958,2016
Kepler-1065 b,3662,13.4 Earths,15.744,2016
Kepler-1065 c,3662,3.19 Earths,15.744,2016
Kepler-1066 b,1123,6.17 Earths,13.115,2016
Kepler-1067 b,2178,0.437 Earths,14.395,2016
Kepler-1068 b,4807,12.8 Earths,16.096,2016
Kepler-1069 b,2270,3.19 Earths,13.234,2016
Kepler-106 b,1449,5.3 Earths,12.923,2014
Kepler-1062 b,1296,3.75 Earths,15.095,2016
Kepler-1063 b,1120,2.83 Earths,13.029,2016
Kepler-1064 b,1220,3.02 Earths,13.958,2016
Kepler-1065 b,3662,13.4 Earths,15.744,2016
Kepler-1065 c,3662,3.19 Earths,15.744,2016
Kepler-1066 b,1123,6.17 Earths,13.115,2016
Kepler-1067 b,2178,0.437 Earths,14.395,2016
Kepler-1068 b,4807,12.8 Earths,16.096,2016
Kepler-1069 b,2270,3.19 Earths,13.234,2016
Kepler-106 b,1449,5.3 Earths,12.923,2014
Kepler-106 c,1449,10.44 Earths,12.923,2014
Kepler-106 d,1449,8.1 Earths,12.923,2014
Kepler-106 e,1449,11.17 Earths,12.923,2014
Kepler-1070 b,3063,3.64 Earths,14.133,2016
Kepler-1071 b,3400,6.26 Earths,15.881,2016
Kepler-1072 b,3206,3.12 Earths,13.972,2016
Kepler-1073 b,2642,5.9 Earths,14.749,2016
Kepler-1073 c,2642,3.33 Earths,14.749,2016
Kepler-1074 b,818,2.1 Earths,15.599,2016
Kepler-1075 b,950,2.6 Earths,15.909,2016
Kepler-1076 b,649,0.437 Earths,13.175,2016
Kepler-1077 b,3593,8.1 Earths,14.923,2016
Kepler-1078 b,8095,4.27 Earths,15.703,2016
Kepler-1079 b,1928,3.29 Earths,12.78,2016
Kepler-107 b,1716,3.51 Earths,12.543,2014
Kepler-107 c,1716,9.39 Earths,12.543,2014
Kepler-107 d,1716,3.8 Earths,12.543,2014
Kepler-107 e,1716,8.6 Earths,12.543,2014
Kepler-1080 b,4511,10.8 Earths,13.486,2016
Kepler-1081 b,1371,1.01 Earths,13.827,2016
Kepler-1082 b,2412,1.46 Earths,13.444,2016
Kepler-1083 b,2944,11.2 Earths,16.103,2016
Kepler-1084 b,1323,1.41 Earths,12.015,2016
Kepler-1085 b,4451,0.13 Jupiters,15.273,2016
Kepler-1085 c,4451,10.7 Earths,15.273,2020
Kepler-1086 b,1520,6.53 Earths,16.002,2016
Kepler-1086 c,1520,8.96 Earths,16.002,2016
Kepler-1087 b,1183,0.165 Earths,12.973,2016
Kepler-1088 b,915,2.6 Earths,11.472,2016
Kepler-1089 b,846,4.01 Earths,16.233,2016
Kepler-108 b,1105,0.176 Jupiters,12.657,2014
Kepler-108 c,1105,0.16 Jupiters,12.657,2014
Kepler-1090 b,2801,5.69 Earths,15.31,2016
Kepler-1091 b,2982,2.73 Earths,14.874,2016
Kepler-1092 b,3201,4.94 Earths,14.659,2016
Kepler-1093 b,3500,4.46 Earths,13.781,2016
Kepler-1093 c,3500,4.5 Earths,13.781,2016
Kepler-1094 b,4211,10.2 Earths,15.318,2016
Kepler-1095 b,2585,1.92 Earths,14.597,2016
Kepler-1096 b,1233,2.07 Earths,15.438,2016
Kepler-108 b,1105,0.176 Jupiters,12.657,2014
Kepler-108 c,1105,0.16 Jupiters,12.657,2014
Kepler-1090 b,2801,5.69 Earths,15.31,2016
Kepler-1091 b,2982,2.73 Earths,14.874,2016
Kepler-1092 b,3201,4.94 Earths,14.659,2016
Kepler-1093 b,3500,4.46 Earths,13.781,2016
Kepler-1093 c,3500,4.5 Earths,13.781,2016
Kepler-1094 b,4211,10.2 Earths,15.318,2016
Kepler-1095 b,2585,1.92 Earths,14.597,2016
Kepler-1096 b,1233,2.07 Earths,15.438,2016
Kepler-108 b,1105,0.176 Jupiters,12.657,2014
Kepler-108 c,1105,0.16 Jupiters,12.657,2014
Kepler-1090 b,2801,5.69 Earths,15.31,2016
Kepler-1091 b,2982,2.73 Earths,14.874,2016
Kepler-1092 b,3201,4.94 Earths,14.659,2016
Kepler-1093 b,3500,4.46 Earths,13.781,2016
Kepler-1093 c,3500,4.5 Earths,13.781,2016
Kepler-1094 b,4211,10.2 Earths,15.318,2016
Kepler-1095 b,2585,1.92 Earths,14.597,2016
Kepler-1096 b,1233,2.07 Earths,15.438,2016
Kepler-108 b,1105,0.176 Jupiters,12.657,2014
Kepler-108 c,1105,0.16 Jupiters,12.657,2014
Kepler-1090 b,2801,5.69 Earths,15.31,2016
Kepler-1091 b,2982,2.73 Earths,14.874,2016
Kepler-1092 b,3201,4.94 Earths,14.659,2016
Kepler-1093 b,3500,4.46 Earths,13.781,2016
Kepler-1093 c,3500,4.5 Earths,13.781,2016
Kepler-1094 b,4211,10.2 Earths,15.318,2016
Kepler-1095 b,2585,1.92 Earths,14.597,2016
Kepler-1096 b,1233,2.07 Earths,15.438,2016
Kepler-108 b,1105,0.176 Jupiters,12.657,2014
Kepler-108 c,1105,0.16 Jupiters,12.657,2014
Kepler-1090 b,2801,5.69 Earths,15.31,2016
Kepler-1091 b,2982,2.73 Earths,14.874,2016
Kepler-1092 b,3201,4.94 Earths,14.659,2016
Kepler-1093 b,3500,4.46 Earths,13.781,2016
Kepler-1093 c,3500,4.5 Earths,13.781,2016
Kepler-1094 b,4211,10.2 Earths,15.318,2016
Kepler-1095 b,2585,1.92 Earths,14.597,2016
Kepler-1096 b,1233,2.07 Earths,15.438,2016
Kepler-108 b,1105,0.176 Jupiters,12.657,2014
Kepler-108 c,1105,0.16 Jupiters,12.657,2014
Kepler-1090 b,2801,5.69 Earths,15.31,2016
Kepler-1091 b,2982,2.73 Earths,14.874,2016
Kepler-1092 b,3201,4.94 Earths,14.659,2016
Kepler-1093 b,3500,4.46 Earths,13.781,2016
Kepler-1093 c,3500,4.5 Earths,13.781,2016
Kepler-1094 b,4211,10.2 Earths,15.318,2016
Kepler-1095 b,2585,1.92 Earths,14.597,2016
Kepler-1096 b,1233,2.07 Earths,15.438,2016
Kepler-1097 b,2348,10.7 Earths,15.652,2016
Kepler-1098 b,3422,2.24 Earths,14.886,2016
Kepler-1099 b,3336,8.4 Earths,15.137,2016
Kepler-109 b,1549,7.3 Earths,12.398,2014
Kepler-109 c,1549,21.8 Earths,12.398,2014
Kepler-10 b,605,4.60853 Earths,11.043,2011
Kepler-10 c,605,7.37 Earths,11.043,2011
Kepler-1100 b,2263,3.71 Earths,13.952,2016
Kepler-1101 b,2422,6.66 Earths,15.156,2016
Kepler-1102 b,4065,7.56 Earths,14.928,2016
Kepler-1103 b,4345,5.77 Earths,14.294,2016
Kepler-1104 b,1731,2.04 Earths,12.125,2016
Kepler-1105 b,1037,4.7 Earths,15.315,2016
Kepler-1106 b,3558,3.36 Earths,14.863,2016
Kepler-1107 b,1399,2.36 Earths,14.315,2016
Kepler-1108 b,2504,2.73 Earths,15.132,2016
Kepler-1109 b,2235,5.43 Earths,14.405,2016
Kepler-110 b,1913,4.01 Earths,13.003,2014
Kepler-110 c,1913,5.52 Earths,13.003,2014
Kepler-1110 b,2371,7.56 Earths,16.274,2016
Kepler-1111 b,2745,4.66 Earths,14.88,2016
Kepler-1112 b,5452,9.38 Earths,14.74,2016
Kepler-1113 b,3503,8.3 Earths,14.943,2016
Kepler-1114 b,1365,2.39 Earths,13.935,2016
Kepler-1115 b,3207,3.53 Earths,11.983,2016
Kepler-1116 b,3290,6.99 Earths,15.424,2016
Kepler-1117 b,1854,1.41 Earths,14.15,2016
Kepler-1118 b,2898,7.95 Earths,15.238,2016
Kepler-1119 b,5732,4.35 Earths,15.296,2016
Kepler-111 b,2144,3.12 Earths,13.543,2014
Kepler-1129 b,3862,9.06 Earths,15.661,2016
Kepler-1129 c,3862,7.9 Earths,15.661,2016
Kepler-112 b,1674,6.17 Earths,13.927,2014
Kepler-112 c,1674,6.35 Earths,13.927,2014
Kepler-1130 b,813,0.437 Earths,12.509,2016
Kepler-1131 b,3362,3.15 Earths,15.01,2016
Kepler-1132 b,2831,6.12 Earths,15.818,2016
Kepler-1133 b,2457,4.54 Earths,14.785,2016
Kepler-1134 b,3081,7.46 Earths,16.233,2016
Kepler-1135 b,4288,4.08 Earths,14.545,2016
Kepler-1136 b,1603,3.33 Earths,16.037,2016
Kepler-1137 b,3007,5.48 Earths,12.827,2016
Kepler-1138 b,2846,3.53 Earths,15.885,2016
Kepler-1139 b,1615,1.81 Earths,14.229,2016
Kepler-113 b,856,11.7 Earths,13.655,2014
Kepler-113 c,856,8.7 Earths,13.655,2014
Kepler-1140 b,2141,8.1 Earths,15.751,2016
Kepler-1141 b,1284,0.477 Earths,12.403,2016
Kepler-1142 b,4154,2.76 Earths,14.505,2016
Kepler-1143 b,1811,3.43 Earths,15.493,2016
Kepler-1136 b,1603,3.33 Earths,16.037,2016
Kepler-1137 b,3007,5.48 Earths,12.827,2016
Kepler-1138 b,2846,3.53 Earths,15.885,2016
Kepler-1139 b,1615,1.81 Earths,14.229,2016
Kepler-113 b,856,11.7 Earths,13.655,2014
Kepler-113 c,856,8.7 Earths,13.655,2014
Kepler-1140 b,2141,8.1 Earths,15.751,2016
Kepler-1141 b,1284,0.477 Earths,12.403,2016
Kepler-1142 b,4154,2.76 Earths,14.505,2016
Kepler-1143 b,1811,3.43 Earths,15.493,2016
Kepler-1136 b,1603,3.33 Earths,16.037,2016
Kepler-1137 b,3007,5.48 Earths,12.827,2016
Kepler-1138 b,2846,3.53 Earths,15.885,2016
Kepler-1139 b,1615,1.81 Earths,14.229,2016
Kepler-113 b,856,11.7 Earths,13.655,2014
Kepler-113 c,856,8.7 Earths,13.655,2014
Kepler-1140 b,2141,8.1 Earths,15.751,2016
Kepler-1141 b,1284,0.477 Earths,12.403,2016
Kepler-1142 b,4154,2.76 Earths,14.505,2016
Kepler-1143 b,1811,3.43 Earths,15.493,2016
Kepler-1136 b,1603,3.33 Earths,16.037,2016
Kepler-1137 b,3007,5.48 Earths,12.827,2016
Kepler-1138 b,2846,3.53 Earths,15.885,2016
Kepler-1139 b,1615,1.81 Earths,14.229,2016
Kepler-113 b,856,11.7 Earths,13.655,2014
Kepler-113 c,856,8.7 Earths,13.655,2014
Kepler-1140 b,2141,8.1 Earths,15.751,2016
Kepler-1141 b,1284,0.477 Earths,12.403,2016
Kepler-1142 b,4154,2.76 Earths,14.505,2016
Kepler-1143 b,1811,3.43 Earths,15.493,2016
Kepler-1159 b,3959,6.21 Earths,14.678,2016
Kepler-115 b,2034,1.32 Earths,13.545,2014
Kepler-115 c,2034,7.27 Earths,13.545,2014
Kepler-1160 b,3515,5.22 Earths,16.006,2016
Kepler-1161 b,1787,5.18 Earths,16.163,2016
Kepler-1162 b,3067,5.52 Earths,15.749,2016
Kepler-1163 b,1561,1.08 Earths,12.208,2016
Kepler-1164 b,1408,1.46 Earths,14.321,2016
Kepler-1165 b,5138,3.02 Earths,14.521,2016
Kepler-1166 b,2071,3.5 Earths,14.65,2016
Kepler-1159 b,3959,6.21 Earths,14.678,2016
Kepler-115 b,2034,1.32 Earths,13.545,2014
Kepler-115 c,2034,7.27 Earths,13.545,2014
Kepler-1160 b,3515,5.22 Earths,16.006,2016
Kepler-1161 b,1787,5.18 Earths,16.163,2016
Kepler-1162 b,3067,5.52 Earths,15.749,2016
Kepler-1163 b,1561,1.08 Earths,12.208,2016
Kepler-1164 b,1408,1.46 Earths,14.321,2016
Kepler-1165 b,5138,3.02 Earths,14.521,2016
Kepler-1166 b,2071,3.5 Earths,14.65,2016
Kepler-1159 b,3959,6.21 Earths,14.678,2016
Kepler-115 b,2034,1.32 Earths,13.545,2014
Kepler-115 c,2034,7.27 Earths,13.545,2014
Kepler-1160 b,3515,5.22 Earths,16.006,2016
Kepler-1161 b,1787,5.18 Earths,16.163,2016
Kepler-1162 b,3067,5.52 Earths,15.749,2016
Kepler-1163 b,1561,1.08 Earths,12.208,2016
Kepler-1164 b,1408,1.46 Earths,14.321,2016
Kepler-1165 b,5138,3.02 Earths,14.521,2016
Kepler-1166 b,2071,3.5 Earths,14.65,2016
Kepler-1159 b,3959,6.21 Earths,14.678,2016
Kepler-115 b,2034,1.32 Earths,13.545,2014
Kepler-115 c,2034,7.27 Earths,13.545,2014
Kepler-1160 b,3515,5.22 Earths,16.006,2016
Kepler-1161 b,1787,5.18 Earths,16.163,2016
Kepler-1162 b,3067,5.52 Earths,15.749,2016
Kepler-1163 b,1561,1.08 Earths,12.208,2016
Kepler-1164 b,1408,1.46 Earths,14.321,2016
Kepler-1165 b,5138,3.02 Earths,14.521,2016
Kepler-1166 b,2071,3.5 Earths,14.65,2016
Kepler-1159 b,3959,6.21 Earths,14.678,2016
Kepler-115 b,2034,1.32 Earths,13.545,2014
Kepler-115 c,2034,7.27 Earths,13.545,2014
Kepler-1160 b,3515,5.22 Earths,16.006,2016
Kepler-1161 b,1787,5.18 Earths,16.163,2016
Kepler-1162 b,3067,5.52 Earths,15.749,2016
Kepler-1163 b,1561,1.08 Earths,12.208,2016
Kepler-1164 b,1408,1.46 Earths,14.321,2016
Kepler-1165 b,5138,3.02 Earths,14.521,2016
Kepler-1166 b,2071,3.5 Earths,14.65,2016
Kepler-1167 b,2678,3.57 Earths,16.047,2016
Kepler-1168 b,2455,6.8 Earths,15.755,2016
Kepler-1169 b,1705,0.779 Earths,12.707,2016
Kepler-116 b,3116,11.6 Earths,13.744,2014
Kepler-116 c,3116,5.9 Earths,13.744,2014
Kepler-1170 b,3427,6.39 Earths,16.204,2016
Kepler-1171 b,1869,7.08 Earths,11.647,2016
Kepler-1172 b,4262,10.3 Earths,16.083,2016
Kepler-1173 b,1230,0.64 Earths,13.896,2016
Kepler-1174 b,4595,3.15 Earths,14.271,2016
Kepler-1175 b,3660,9.22 Earths,15.972,2016
Kepler-1176 b,2821,6.57 Earths,15.27,2016
Kepler-1177 b,4241,4.27 Earths,14.773,2016
Kepler-1178 b,1573,1.24 Earths,14.212,2016
Kepler-1179 b,1354,2.3 Earths,14.214,2016
Kepler-117 b,4748,29.875 Earths,14.282,2014
Kepler-117 c,4748,1.84 Jupiters,14.282,2014
Kepler-1180 b,5209,4.62 Earths,15.081,2016
Kepler-1181 b,3061,3.09 Earths,13.549,2016
Kepler-1182 b,5041,6.39 Earths,15.742,2016
Kepler-1183 b,6260,8.35 Earths,15.968,2016
Kepler-1184 b,3777,7.65 Earths,14.99,2016
Kepler-1185 b,1498,2.33 Earths,12.63,2016
Kepler-1186 b,4362,5.6 Earths,15.367,2016
Kepler-1187 b,3329,7.32 Earths,14.73,2016
Kepler-1188 b,5602,4.98 Earths,14.941,2016
Kepler-1189 b,2554,3.78 Earths,14.463,2016
Kepler-118 b,1873,4.5 Earths,14.867,2014
Kepler-118 c,1873,0.144 Jupiters,14.867,2014
Kepler-1190 b,1117,2.33 Earths,14.665,2016
Kepler-119 c,2290,0.721 Earths,14.375,2014
Kepler-11 b,2108,1.9 Earths,13.817,2010
Kepler-11 c,2108,2.9 Earths,13.817,2010
Kepler-11 d,2108,7.3 Earths,13.817,2010
Kepler-11 e,2108,8 Earths,13.817,2010
Kepler-11 f,2108,2 Earths,13.817,2010
Kepler-11 g,2108,25 Earths,13.817,2010
Kepler-1200 b,1920,1.2 Earths,16.06,2016
Kepler-1201 b,3080,5.86 Earths,14.765,2016
Kepler-1202 b,3834,8.96 Earths,15.833,2016
Kepler-119 c,2290,0.721 Earths,14.375,2014
Kepler-11 b,2108,1.9 Earths,13.817,2010
Kepler-11 c,2108,2.9 Earths,13.817,2010
Kepler-11 d,2108,7.3 Earths,13.817,2010
Kepler-11 e,2108,8 Earths,13.817,2010
Kepler-11 f,2108,2 Earths,13.817,2010
Kepler-11 g,2108,25 Earths,13.817,2010
Kepler-1200 b,1920,1.2 Earths,16.06,2016
Kepler-1201 b,3080,5.86 Earths,14.765,2016
Kepler-1202 b,3834,8.96 Earths,15.833,2016
Kepler-119 c,2290,0.721 Earths,14.375,2014
Kepler-11 b,2108,1.9 Earths,13.817,2010
Kepler-11 c,2108,2.9 Earths,13.817,2010
Kepler-11 d,2108,7.3 Earths,13.817,2010
Kepler-11 e,2108,8 Earths,13.817,2010
Kepler-11 f,2108,2 Earths,13.817,2010
Kepler-11 g,2108,25 Earths,13.817,2010
Kepler-1200 b,1920,1.2 Earths,16.06,2016
Kepler-1201 b,3080,5.86 Earths,14.765,2016
Kepler-1202 b,3834,8.96 Earths,15.833,2016
Kepler-119 c,2290,0.721 Earths,14.375,2014
Kepler-11 b,2108,1.9 Earths,13.817,2010
Kepler-11 c,2108,2.9 Earths,13.817,2010
Kepler-11 d,2108,7.3 Earths,13.817,2010
Kepler-11 e,2108,8 Earths,13.817,2010
Kepler-11 f,2108,2 Earths,13.817,2010
Kepler-11 g,2108,25 Earths,13.817,2010
Kepler-1200 b,1920,1.2 Earths,16.06,2016
Kepler-1201 b,3080,5.86 Earths,14.765,2016
Kepler-1202 b,3834,8.96 Earths,15.833,2016
Kepler-119 c,2290,0.721 Earths,14.375,2014
Kepler-11 b,2108,1.9 Earths,13.817,2010
Kepler-11 c,2108,2.9 Earths,13.817,2010
Kepler-11 d,2108,7.3 Earths,13.817,2010
Kepler-11 e,2108,8 Earths,13.817,2010
Kepler-11 f,2108,2 Earths,13.817,2010
Kepler-11 g,2108,25 Earths,13.817,2010
Kepler-1200 b,1920,1.2 Earths,16.06,2016
Kepler-1201 b,3080,5.86 Earths,14.765,2016
Kepler-1202 b,3834,8.96 Earths,15.833,2016
Kepler-1203 b,1034,1.2 Earths,15.385,2016
Kepler-1204 b,3834,9.53 Earths,15.45,2016
